,1,2,3,4,5,6,7,8,9,10,11
1,0,62,5,1,0,0,0,0,0,0,0
2,51,0,10,15,0,0,0,0,0,0,0
3,7,13,0,19,1,0,0,0,0,0,0
4,0,9,17,0,57,19,0,0,0,0,0
5,0,0,0,54,0,9,0,0,0,0,0
6,0,0,0,19,13,0,7,0,0,0,0
7,0,0,0,0,0,7,0,7,0,0,0
8,0,0,0,0,0,0,8,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0
