,1,2,3,4,5,6,7,8,9,10,11
1,0,13,6,1,0,0,0,0,0,0,0
2,14,0,14,21,0,0,0,0,0,0,0
3,2,15,0,18,10,0,4,4,2,0,0
4,0,20,16,0,52,16,7,0,0,1,1
5,0,0,7,59,0,6,0,0,0,1,1
6,0,0,0,6,13,0,29,6,0,4,1
7,0,0,1,7,0,30,0,15,0,3,3
8,0,0,2,0,0,7,15,0,0,1,1
9,0,0,3,0,0,0,0,0,0,0,0
10,0,0,0,0,0,3,2,1,0,0,2
11,0,0,0,0,0,2,2,2,0,2,0
