,1,2,3,4,5,6,7,8,9,10,11
1,0,24,0,5,1,14,13,0,0,0,0
2,25,0,0,1,2,1,6,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0
4,6,0,0,0,4,0,0,0,0,6,1
5,2,1,0,4,0,0,0,0,0,0,0
6,13,3,0,0,0,0,21,0,0,0,0
7,15,5,0,0,0,21,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,6,0,0,0,0,0,0,10
11,0,0,0,1,0,0,0,0,0,8,0
