,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,0,15,0,2,0,0,11,0,0,0,1,0,0,0
2,13,0,12,26,0,0,21,0,0,0,8,0,0,0
3,0,12,0,1,10,0,0,0,0,0,3,0,0,0
4,0,31,2,0,18,15,15,0,0,0,24,0,10,1
5,1,1,12,15,0,8,1,0,0,0,8,0,0,0
6,0,0,0,9,5,0,1,0,0,0,3,0,0,0
7,15,26,0,13,0,0,0,3,0,0,11,0,0,0
8,0,0,0,0,0,0,4,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,7,3,26,6,2,11,0,0,0,0,3,0,1
12,0,0,0,0,0,0,0,0,0,0,2,0,0,0
13,0,0,0,10,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,0,0,1,0,0,0,0,0,0,0
