,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,0,46,0,1,0,8,3,0,0,0,0,0,0,0
2,45,0,13,21,0,2,20,0,0,0,0,0,0,0
3,0,11,0,10,11,1,0,2,0,0,0,0,0,0
4,3,19,10,0,14,28,3,0,1,1,0,0,0,0
5,0,0,11,19,0,10,2,0,0,0,0,0,0,0
6,9,1,0,25,4,0,0,0,0,0,0,0,0,0
7,4,23,0,3,0,2,0,2,2,2,0,0,0,0
8,0,3,0,0,0,0,2,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,0,0,0,1,0,0,1,0,1,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
