,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,0,9,1,5,4,1,7,1,0,0,3,1,0,0
2,8,0,15,27,6,1,3,0,0,0,4,0,0,0
3,0,16,0,0,1,0,2,0,0,0,0,0,0,0
4,3,26,0,0,13,23,1,0,0,0,5,0,0,0
5,6,8,2,17,0,4,0,0,0,0,0,0,0,0
6,1,2,0,21,4,0,0,0,0,0,0,0,0,0
7,8,7,1,0,0,0,0,3,0,0,14,1,0,0
8,0,0,0,0,0,0,2,0,0,0,10,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,6,1,5,0,0,12,12,0,0,0,26,0,0
12,0,0,0,0,0,0,0,0,0,0,27,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
